   SAO; m(vis); RA(deg); DEC(deg); RAchange(deg/yr); DECchange(deg/yr)
27748;5.8;160.9306365;57.19919814;0.00000882;-0.00001472
27791;5.8;162.7962748;56.58222321;-0.0000294;0.00000111
27793;5.7;162.8488959;59.3199741;-0.00001638;-0.00001472
27815;5.4;163.3934375;54.58513341;-0.00003318;-0.00000222
27876;2.4;165.4604344;56.38240067;0.000042;0.00000917
28017;5.9;171.4881571;55.85044469;-0.00003318;0.00001333
28064;5.8;173.7705244;54.78530316;0.00000378;0.00000139
28081;6;174.4707582;50.61792065;-0.00002352;-0.00000944
28142;5.4;176.7317714;55.62816964;0.0000063;-0.00000889
28179;2.5;178.4577099;53.69478303;0.00004494;0.00000333
28191;5.9;178.9934348;56.59859262;0.00000336;0.00000028
28315;3.4;183.8566072;57.03261747;0.00005376;0.0000025
28327;6;184.3731203;53.19121598;0.00001596;-0.00001278
28346;5.7;185.2117371;57.8640288;0.00002184;-0.00002028
28366;5;186.0061829;51.56232389;0.00000504;0.00000417
28375;6;186.2634789;56.77765632;-0.00000714;-0.000005
28394;5.8;186.8962336;55.71275887;-0.0000126;-0.00000278
28405;5.4;187.4889335;58.40580127;-0.00003318;0.00002555
28444;5.5;189.0972512;59.4868739;-0.00001386;-0.00000306
28553;1.7;193.5073903;55.95989514;0.00005628;-0.00000139
28572;6;194.07329;54.09940827;-0.00003696;0.00000028
28601;4.9;195.1826364;56.3664478;0.00005754;-0.0000025
28737;2.4;200.98153;54.92540572;0.00005964;-0.00000556
28738;4;200.9851385;54.92173649;0.00005796;-0.00000778
28751;4;201.3063135;54.98811712;0.00005796;-0.00000444
28803;5.5;203.5304769;55.34854208;-0.00001092;-0.00000056
28832;5.3;204.8767105;52.92133271;-0.00006594;0.00001667
28843;4.8;205.1844027;54.68175819;-0.00001092;-0.00000167
28866;5.8;205.978028;52.06444365;-0.00001176;-0.00000083
28885;5.5;206.6486238;54.43280279;-0.00000924;0.00000028
28928;5.6;208.4625956;53.72873595;-0.00001428;-0.00000083
28989;6;210.7489335;50.97187405;-0.00000924;0
29046;4.6;213.371018;51.79017152;0.00002856;-0.00000056
29071;4.9;214.041431;51.36727924;-0.0000672;0.00002555
29137;4.1;216.2992441;51.8508048;-0.00010668;-0.00011027
29165;5.6;217.1576028;49.8448204;-0.0001323;-0.00001278
29191;6;218.1290073;55.39791731;0.00000294;-0.00000417
29227;5.5;219.5633326;54.02340825;0.00000672;-0.00000444
29315;5.7;222.8600756;59.29400191;-0.00006804;0.00003861
29407;5.2;226.5696727;54.55636404;0.00002268;0.00000417
29487;5.5;230.0215447;51.95853236;0.00000504;0.00000361
29520;3.5;231.2324078;58.96605164;-0.00000504;0.00000444
29583;6;233.817863;53.92192765;-0.00000546;-0.00000111
29588;5.7;233.9880046;54.63051111;-0.00001722;-0.00000278
29597;6;234.3833714;54.50891109;-0.00001806;-0.00000417
29600;5.9;234.6430171;50.42322609;0.0000021;-0.00001056
29628;5.5;235.7117132;52.36097978;-0.00002856;0.00000889
29655;5.9;236.6450595;55.47474754;-0.00006174;0.00002111
29668;5.8;236.9082099;55.37677;0.00000504;0.00000278
29698;5.9;238.0693225;55.82680616;-0.0000105;0.00001611
29727;5;239.447648;54.74981414;-0.0000735;0.00003055
29737;5.9;239.7678193;49.88104567;0.00000378;-0.00001472
29765;4.1;240.472282;58.56529846;-0.00017262;0.00009333
29874;5.6;244.3141459;59.7549936;0.0000042;0.00000694
29931;5.7;246.1056549;55.20513642;0.00000588;0.00000639
30012;5.6;249.0478017;52.90016592;-0.0000042;0.00000917
30013;5.6;249.0573472;52.92446048;-0.0000042;0.0000075
30026;5.4;249.5021264;56.01568119;0.00000042;0.00001972
30076;4.9;251.3242314;56.78192027;0.00000924;0.00001833
30239;5.1;256.3324126;54.47038883;-0.00003528;0.00002361
30354;6;260.4392432;53.42035792;0.00000966;-0.00000028
30429;3;262.6082479;52.3014271;-0.00000714;0.00000389
30447;5;263.0440065;55.18432544;0.0000714;0.00001611
30450;5;263.0668022;55.17296139;0.00007224;0.00001583
30538;5.7;265.9970366;53.80180529;0.00001008;-0.00000417
30591;5.2;267.2678581;50.78105956;-0.00002226;0.00005833
30631;3.9;268.3822333;56.87266192;0.00004746;0.00002194
30653;2.4;269.1516586;51.48897953;-0.00000294;-0.00000528
30784;5.9;272.6321602;54.2867472;0.0000546;0.00007055
30949;4.9;275.9773697;58.80067075;-0.000021;0.00001667
31039;5;278.1436242;57.04572618;-0.00000294;-0.00000111
31051;5.4;278.4864244;52.35371296;-0.00000084;0.00000222
31093;5.9;279.9699874;52.19623831;0.00000168;0.00000778
31119;5.1;280.6581753;55.53949752;-0.00000126;0.00000667
31165;5.8;281.6796173;52.9880382;0.00000504;-0.00000028
31217;5.6;282.8957551;52.97506872;-0.000021;0.00007528
31218;4.9;282.8003759;59.38839617;0.00004284;0.0000075
31219;4.8;282.8007678;59.38841565;0.00004452;0.0000075
31241;5;283.3066971;50.70821253;0.0000021;-0.00000694
31284;5.7;284.1874934;57.81478478;-0.00001764;-0.00001861
31311;5.2;285.0577811;50.53345117;0.00001008;0.00000111
31323;5.5;285.1808187;55.65835594;-0.00000798;-0.00000167
31371;5.4;286.2299856;53.39675263;-0.00000126;0.00000694
31413;5.9;287.1075275;52.4255659;-0.00004536;-0.00001639
31468;5.2;287.9191322;56.8591871;0.00001974;0.00001278
31497;5.3;288.480128;57.70502608;-0.00000546;-0.00001944
31537;4;289.2757449;53.36850809;0.00002772;0.00003472
31673;5.7;291.8581251;52.3205129;-0.00000672;-0.00000667
31702;3.9;292.4266003;51.72979894;0.00000966;0.00003583
31737;5.7;292.8307133;50.30672883;-0.0000126;0.00001333
31782;5.6;293.5825969;51.23657377;0.00001428;-0.00005278
31815;4.6;294.1103674;50.22100113;-0.00000924;0.00007083
31822;5.6;294.2058761;50.19982919;-0.00000042;-0.00000222
31850;5.9;294.6718846;54.97393927;0.00001932;0.00004667
32042;5.2;297.6572897;52.98806341;-0.0000042;-0.00001861
32085;5;298.3226607;57.52365967;0.00000462;0.00000361
32093;6;298.3977359;59.7087685;0.00002394;0.00001694
32114;4.8;298.9074984;52.43896853;-0.0000168;-0.00000833
32122;5.1;298.98079;58.8460072;-0.00000462;-0.00000556
32170;6;299.8142783;52.05577136;0.00000672;0.00000167
32286;5.7;301.557958;53.16584139;0.00010122;0.00007222
32378;4.3;303.3496251;56.56775889;0.00003276;0.00002305
32455;6;304.6034131;55.39730882;-0.00000294;-0.00000639
32627;5.9;307.3630389;56.06844776;0.00000252;0.00000361
32809;5.4;310.5527861;50.3401042;0.00000126;0.00000139
32862;4.6;311.3381115;57.57979294;-0.00003318;-0.00006528
33004;5.8;314.1061123;50.72857087;0.00001554;-0.00000528
33034;5.5;314.6255457;50.46214311;0.00000588;0.00000278
33048;5.8;314.855625;59.43850765;0.0000231;0.00000278
33078;5.7;315.5379418;56.66987834;0.00000798;0.00000111
33185;5.7;317.5651675;53.56325823;0.00001218;0.00000028
33210;5.6;317.9511223;59.9865076;0;-0.00000139
33281;6;319.2583265;53.9975306;0.00001512;0.00000917
33318;5.8;319.8159396;58.62356256;0.00000252;-0.00000028
33434;6;321.6875189;52.89869399;0.00000798;0.00000222
33540;6;323.6147365;51.69847131;0.00000294;0
33626;6;324.7401996;57.48907077;-0.00000084;-0.00000111
33665;4.8;325.5236956;51.18973216;0.00000168;0.00000028
33693;4;325.876954;58.78004884;0.00000168;-0.00000083
33819;5.5;328.004205;55.79682556;0.0000063;0.00000083
33864;6;328.721451;56.61125385;-0.00000294;-0.00000083
33985;5.7;330.4606226;52.88228275;0.0000021;0.00000083
33990;5.5;330.5191846;58.00045412;-0.00000126;0
34137;3.6;332.7138149;58.20125126;0.00000798;0.00000111
34143;5.4;332.7914318;50.82334901;0.0000609;0.00001111
34149;5.2;332.8780647;59.41452936;0.00000168;-0.00000306
34151;5.4;332.9527647;56.83928139;0.00011886;0.00003472
34227;4.2;333.7584113;57.04355123;0.00023016;0.00001333
34256;6;334.1104779;57.220287;0.00002226;0.00000167
34395;4.6;335.8901995;52.2290436;-0.0000063;-0.00005194
34508;4;337.2928499;58.41516513;0.00000756;0
34542;3.9;337.8230126;50.28254312;0.00006006;0.00000528
34574;5.8;338.419192;56.62493666;0.00003696;0.00001306
34628;4.8;339.3434672;51.5452102;-0.00002436;-0.00002805
34651;5.5;339.6580464;56.79573715;0.00002688;-0.00000806
34858;5.6;342.4428182;55.90292249;0.00004158;0.00001194
35039;5.5;345.0213693;56.94563443;-0.00000168;0.00000167
35147;4.9;346.6537117;59.41987104;0.00000504;0.00000028
35186;5.6;347.4338576;59.33294644;-0.00000168;0.0000025
35236;5.6;348.3208493;57.16842628;0.00107142;0.00008222
35285;5.6;349.1765042;53.213433;0.00005334;-0.00006611
35361;5.9;350.6355131;60.13342434;0.00000252;-0.00000139
35478;4.9;352.5083134;58.54898749;0.00001092;0.00000139
35642;5.3;354.7849351;50.47167942;-0.00000672;-0.00000139
35761;5.8;356.7580569;57.45143717;0.00000126;-0.00000083
35763;5.1;356.7648276;58.65194059;0.00003402;0.000015
35879;4.8;358.5961698;57.49947339;-0.00000084;0
35899;6;358.8907453;57.41210646;-0.00000378;-0.00000083
35917;5.7;359.2854411;55.70575331;-0.00000924;-0.00000306
35938;4.8;359.6036122;51.38856291;0.0000357;0.0000025
35947;4.9;359.7523452;55.75494233;0.00000462;-0.00000111
36037;6;1.15300464;42.09227639;0.0000021;-0.00000611
36123;5.1;2.58025104;46.07228617;0.00000336;0
36173;5.7;3.37868462;41.03544218;-0.00004326;-0.00004028
36221;6;4.08993463;43.59484328;0.0000168;-0.00000833
36236;5.8;4.28804747;47.94795585;0.00000546;0.00000444
36256;6;4.67551432;43.79112952;0.00000798;-0.00000083
36390;5.2;7.05731505;44.39451044;0.0000378;-0.00000306
36509;5.4;9.19400722;44.48862968;-0.00000924;0.00000917
36550;5.7;9.79123686;49.35443711;0.00000336;-0.00000306
36602;5;10.86714141;47.02466956;-0.0000084;-0.00000944
36617;5.5;11.10981662;47.86416132;-0.00001092;0.00000417
36620;4.7;11.1813871;48.28438934;0.0000084;-0.00000222
36640;6;11.54523319;44.86143798;0.00001092;-0.0000025
36699;4.4;12.45352116;41.07888672;0.00000798;-0.00000583
36833;6;15.01493849;44.71332146;0.0000063;-0.00000639
36874;5.9;15.72612204;41.34514546;-0.00000756;-0.00000278
36950;5.2;17.00372269;43.94222427;0.00006468;-0.00001639
36972;4.3;17.37573115;47.24182236;0.0000042;-0.0000025
36984;5.7;17.57800194;42.0815065;-0.00005124;-0.00001139
37155;5;20.58510324;45.52876618;0.00001302;0.00000194
37228;5;21.91385759;45.40677196;0.0001386;-0.00002944
37275;5.3;22.52582028;47.00724476;0.00000336;-0.00001222
37362;4.2;24.19930455;41.40544815;-0.00006468;-0.00010639
37375;3.8;24.49823793;48.62823118;0.00002814;-0.00003139
37406;5.2;24.8375047;44.38614927;-0.00000798;0.00000306
37418;4.9;25.1449299;40.57701734;0.00000504;-0.00000694
37419;5.5;25.1658675;43.29775138;0.00004872;-0.00001028
37434;5.1;25.44648801;42.61350946;0.00030786;-0.00004278
37536;6;27.31524324;47.89705885;-0.00000378;-0.00000056
37587;5.6;28.32248507;40.72981435;-0.00000168;-0.00000083
37665;5.8;29.63981062;49.20426482;0.00000462;0.00001056
37734;2.3;30.97491506;42.32972623;0.00001764;-0.00001444
37735;5.1;30.97805716;42.33088189;0.00001428;-0.00001528
37867;5.1;33.30545381;44.23176573;-0.00000882;-0.00000333
37878;6;33.51066617;47.48415036;-0.00002604;-0.00001639
37948;5.1;34.81998348;47.38000837;-0.00002436;-0.00000194
37960;5.6;35.24241281;50.15148185;0.0000147;-0.0000075
37986;5.9;35.70909627;41.39619831;-0.00003276;-0.00002861
38005;5.5;36.10368786;50.00655097;0.0000105;-0.00001083
38288;4.2;41.04997297;49.22851469;0.00014406;-0.00002444
38289;5.6;41.02146029;44.29703539;0.00000084;-0.00000222
38397;6;42.92374846;46.8420031;-0.00001176;-0.00000694
38493;5.6;44.95792468;47.22076959;0.0000084;0.00000667
38592;2.9;47.04222958;40.95569216;0.00000126;-0.00000028
38597;4.2;47.26672541;49.61337631;0.00054558;-0.00002472
38609;4;47.37399632;44.8573356;0.00007014;-0.00004361
38635;6;48.04014651;42.37606535;0.0000105;-0.00000361
38652;6;48.3500171;48.17691445;0.0000126;-0.00000611
38704;5.4;49.44750497;44.0249491;0.0000126;-0.00000806
38714;5.1;49.78185117;50.09498189;0.00000966;-0.00000694
38750;5;50.36071408;43.32965998;-0.00002268;-0.00000056
38768;5.3;50.80498915;49.2134035;0.00000966;-0.00000556
38787;1.9;51.08073091;49.86121502;0.0000105;-0.00000694
38817;5.9;51.48932273;49.12095672;0.00001134;-0.00000611
38849;4.9;52.01286884;49.06283414;0.00001008;-0.00000778
38862;5.6;52.218331;49.84843748;0.00001218;-0.00000722
38872;4.7;52.34208936;49.50891518;0.00001092;-0.0000075
38890;4.5;52.64369388;47.99527244;0.00000168;0.00000556
38893;6;52.65431021;48.10352541;0.00001344;-0.00000806
38917;5.5;53.03578164;48.02353933;0.0000084;-0.00000694
38924;5.4;53.10941877;46.05706668;-0.00002142;-0.00001917
38980;4.3;54.12247785;48.19268684;0.00001008;-0.00000722
39053;3.1;55.73122817;47.78757517;0.00001134;-0.00000972
39078;3.9;56.29852019;42.57852637;-0.00000504;-0.00000056
39085;5.6;56.49694128;45.68198832;0.00000924;-0.000005
39128;5.9;57.2842039;43.96301291;0.00000042;0.00000583
39134;5.8;57.51884166;44.96785748;-0.00001134;-0.00000778
39175;5.9;58.41132917;48.65055649;0.00001512;-0.00000806
39195;5.3;58.99225415;47.8712173;0.00000672;-0.00000778
39336;4;62.16537233;47.71254746;0.0000084;-0.00000833
39404;4.3;63.72440194;48.40934231;0.0000021;-0.000005
39409;4.9;63.72230606;40.48375869;0.00000504;-0.00000694
39457;5.5;64.80538174;50.0488708;0.00002688;-0.00001444
39483;4.9;65.38806513;46.49878579;0.00000756;-0.00001056
39501;6;65.89940265;42.42798165;0.00000882;-0.00000889
39639;4.5;69.1722413;41.26475086;-0.00000546;-0.00000472
39688;5.7;70.35047958;48.30099481;0.00001764;-0.00001167
39699;5.3;70.72639217;43.36517134;0.0000147;-0.00001417
39702;5.8;70.83995015;49.97375944;-0.0000021;-0.000005
39799;5.8;72.78886793;48.74056475;-0.00001638;-0.00001083
39826;5.6;73.19915514;42.58664862;-0.0000021;-0.00000028
39851;6;73.71361814;44.06092971;0.0000105;-0.00001472
39955;3.5;75.49227687;43.82326559;0;-0.00000139
39966;3.9;75.61953542;41.07582025;0.00000294;-0.00000639
40026;3.3;76.62869379;41.23450383;0.0000105;-0.00001889
40077;5.6;77.6787734;46.9621587;0.00002268;-0.00004083
40186;0.2;79.17235344;45.99806633;0.00003108;-0.00011777
40214;5.9;79.56619904;42.7923457;0.00001428;-0.00000639
40233;4.9;79.78530334;40.09907239;0.00018984;-0.00018472
40248;5.5;80.06186615;41.08616214;-0.00000084;-0.00001611
40269;5.1;80.45180819;41.80472309;0.00000588;-0.00000889
40290;5.6;80.70972867;41.02935107;-0.00000462;0.00000139
40466;6;84.06632175;47.71553945;0.00000378;-0.00000361
40583;5.5;86.47516839;49.82630412;-0.00000462;0
40750;2.1;89.88225283;44.9474384;-0.00002226;0
40756;4.6;89.98386979;45.93685265;0;-0.00000139
40778;5.7;90.24420701;47.90196451;0.00000252;-0.000005
40801;6;90.70294469;49.90555968;0.0000105;-0.00001278
40840;5.9;91.26430774;42.98172379;-0.0000147;-0.00003972
41076;5.1;96.2245925;49.28796481;-0.00000084;0
41130;6;97.51256427;46.68561937;-0.00000168;0.0000025
41239;5.1;99.83291926;42.4888487;0.0000021;-0.00001611
41288;5.2;100.7707776;44.52453524;-0.00001764;-0.00000778
41330;5.3;101.6847986;43.57745171;-0.00000042;0.00004583
41346;5.3;101.9148825;48.78958131;-0.00000084;0.00000222
41380;5;102.6914824;41.78144267;-0.00000924;-0.00003611
41429;6;103.8114078;43.9100269;0.0000042;-0.0000025
41446;5.8;104.1344496;46.27420516;0.00000756;0.00000361
41450;6;104.2332791;46.70503864;-0.00004158;-0.000025
41463;4.8;104.4045913;45.09423254;-0.00000882;0.00000028
41644;5.5;108.9589559;47.24008343;0.0000126;-0.00005028
41679;5.8;109.5092225;40.88345648;-0.00000546;0.00000389
41681;4.8;109.6331017;49.46499566;-0.00000168;0.00000389
41708;5.6;110.3231059;45.22840498;-0.00001764;0.00000389
41738;5.3;111.0352938;40.67232547;-0.0000021;-0.00000694
41764;4.5;111.6785234;49.21167603;-0.00000504;-0.00001222
41797;5.6;112.2150315;48.18380886;0.00000294;-0.00001361
41808;5.4;112.4833111;49.67254568;0.00004914;-0.00002222
41879;5.8;114.1317989;46.18032485;-0.00001176;-0.00000889
41893;5.9;114.4747074;48.77373386;-0.00001092;-0.00000889
41934;5.8;115.3020078;48.1315505;-0.00001974;-0.00003583
42058;5.7;118.6778883;47.56463091;-0.00002016;0.00000083
42319;4.4;125.7090072;43.18812675;-0.00000672;-0.00002694
42490;5.5;130.2544469;45.83399408;0.00000966;0.00002528
42576;5.2;132.9869265;43.72658809;-0.00000504;0.00001306
42611;5.9;134.1271107;40.20117007;-0.00003108;-0.00001333
42612;5.9;134.2082186;45.63196336;-0.0000504;-0.00000944
42630;3.1;134.8019314;48.0416173;-0.00018564;-0.00006361
42642;4.1;135.1600107;41.7827513;-0.00016506;-0.00006861
42661;3.7;135.9064197;47.15660288;-0.00001344;-0.00001444
42682;5.6;136.350528;48.5303287;-0.00000504;-0.00000444
42759;5.3;138.4509118;43.21783462;-0.0000105;-0.00000889
42790;5.7;139.3801248;46.81729429;0.00000882;0.00000417
42876;5.6;142.1664717;45.60159429;-0.00000378;-0.00003417
42958;5.2;144.5906014;40.23963675;-0.0000063;0.00000167
43046;5.2;147.1474987;46.0210219;0.00009072;-0.00002555
43115;5.2;149.4210659;41.0556676;-0.0000441;-0.00000667
43268;3.5;154.2742179;42.91439893;-0.00006258;-0.00001056
43309;5.9;155.5438762;41.22955348;-0.0000462;-0.00003778
43310;3.2;155.5823222;41.49953702;-0.00003024;0.00000972
43344;5.8;156.8666935;41.60085089;-0.00002058;-0.00002111
43379;4.8;158.3079694;40.42542297;-0.00004998;-0.00000028
43444;5.3;160.887145;46.20387227;-0.00010836;-0.00001861
43512;4.8;163.4948333;43.18997396;0.00001806;-0.00000667
43557;5.1;164.8665967;40.43026733;-0.00011676;0.00001556
43562;5.7;165.0612133;45.52635803;0.00000294;0.00000194
43627;6;167.4105973;43.20762394;-0.00002478;-0.00000306
43629;3.1;167.4158307;44.49852982;-0.00002604;-0.0000075
43675;6;169.1743894;49.47627319;-0.00003654;-0.00000278
43719;5.1;170.7067404;43.48280191;-0.00001302;-0.00000222
43787;5.9;172.6297244;43.17323213;-0.00001974;0.00002305
43837;5.5;174.5858122;43.62543236;-0.00005586;-0.00000917
43886;3.9;176.5126837;47.77941453;-0.0000567;0.00000806
44002;5.1;180.528556;43.04573179;-0.00012306;0.00002083
44097;5.9;184.0315531;40.66017303;0.0000063;-0.00000889
44127;5.6;184.9531497;48.98416758;-0.00000378;0.00000194
44155;6;185.9460917;42.54267638;-0.00002898;0.00000389
44230;4.3;188.4356635;41.35746177;-0.00026292;0.00008111
44317;5.4;191.2827812;45.44032209;0.00000042;0.00000444
44383;6;193.735694;47.19680562;-0.00000672;-0.00000111
44465;5.7;196.4679038;45.26859683;-0.00000462;0.00000778
44519;5;198.4291293;40.15285023;-0.00001764;0.00000417
44531;5.7;198.8832002;40.85515923;-0.0000399;0.00000417
44549;4.7;199.3857131;40.57265598;-0.00004578;0.00000583
44556;5.1;199.5607798;49.68215361;-0.0000126;0.00000556
44570;5.7;200.0790301;40.15053663;-0.00002142;-0.00000083
44611;5.9;201.5690469;46.02806068;0.00000966;-0.00000583
44668;4.6;203.6137604;49.01595644;-0.00005376;0.0000075
44742;5.7;206.5565116;41.08873702;-0.000042;-0.00001194
44752;1.9;206.8852405;49.31336748;-0.00005208;-0.00000278
44901;5.4;211.9823884;43.85451873;0.00000462;-0.0000075
44905;5.4;212.0720219;49.4582508;-0.0000273;0.0000175
44965;4.3;214.0960138;46.08834446;-0.00007518;0.00004472
45121;5.9;218.6651407;49.36840124;-0.00001974;0.00001472
45145;5.9;219.5521078;43.64209627;-0.00004368;0.00000833
45153;5.4;219.709391;44.40453262;-0.00002604;-0.00000472
45190;5.8;220.9353751;40.45946985;-0.00000336;0.00000806
45226;5.8;222.327946;46.11624694;-0.00000084;-0.00002083
45288;5.7;224.0960136;49.6285786;0.00004788;-0.00006166
45337;3.6;225.4865392;40.39056993;-0.00001512;-0.00000778
45357;4.9;225.9474059;47.65440598;-0.00016926;0.00000917
45370;5.6;226.3577224;48.15102305;-0.00002772;0.00000861
45497;5.9;230.1732279;44.4343104;0.0000105;-0.00002944
45562;6;232.1852914;47.20135033;-0.0000063;-0.00000056
45580;5.1;232.732429;40.83308946;0.0000042;-0.00000194
45590;5;232.9458874;40.89944774;-0.0000063;-0.0000025
45643;5.4;234.4567879;40.35348408;0.00002352;0.00001722
45650;5.8;234.5676673;46.79775012;0.00003696;-0.00003472
45772;4.6;238.1689645;42.45161216;0.00016632;0.00017583
45788;5.5;238.6578398;43.13854067;-0.0000126;0.00001806
45790;5.6;238.8774689;42.56612641;-0.00000966;0.00000444
45863;5.8;240.6642567;47.24032522;-0.00001764;0.00001667
45865;4.6;240.6996902;46.03680517;0.00002268;-0.00001639
45911;4.3;242.1925202;44.93493016;-0.00000966;0.00001028
45957;6;242.9484077;42.37462895;-0.00000252;0.00000778
46028;3.9;244.9352707;46.31338861;-0.00000462;0.00001083
46108;5;247.1605926;41.88182032;0.00001092;-0.00000028
46147;5.5;247.947001;45.59845792;-0.00000294;0.00001194
46161;4.3;248.5259097;42.437051;-0.00000378;0.00001278
46184;6;249.046693;46.61356933;-0.00000504;0.00000306
46210;5.1;249.6870435;48.92845659;-0.0000189;0.00000917
46305;4.9;252.3094608;45.98330006;0.0000105;-0.00001528
46524;5.1;257.3882751;40.77708969;-0.0000189;0.00000278
46561;6;257.9177966;49.7468039;0.0000084;0.00000972
46645;5.8;260.0881219;46.24094724;-0.0000126;0.00001278
46664;5.7;260.431797;39.97453367;0.00000336;-0.00001778
46723;5.8;261.6844603;48.26009248;0.00000084;-0.00000111
46792;5.8;263.2802818;41.24347292;-0.00002562;-0.00001667
46838;5.5;264.1569568;48.58570051;0.00001344;0.00001806
46872;3.8;264.8663195;46.00635818;-0.0000021;0.00000139
